#Dt	counts	counts_err
4.78e-09	9.0	1.7909888231788369e-07
4.789999999999999e-09	8.0	1.7976278324112974e-07
4.8e-09	13.0	1.7644327862489963e-07
4.81e-09	8.0	1.7976278324112974e-07
4.8199999999999995e-09	5.0	1.817544860108678e-07
4.83e-09	12.0	1.7710717954814574e-07
4.84e-09	5.0	1.817544860108678e-07
4.85e-09	8.0	1.7976278324112974e-07
4.859999999999999e-09	14.0	1.757793777016536e-07
4.87e-09	14.0	1.757793777016536e-07
4.88e-09	11.0	1.7777108047139163e-07
4.8899999999999995e-09	9.0	1.7909888231788369e-07
4.9e-09	11.0	1.7777108047139163e-07
4.91e-09	9.0	1.7909888231788369e-07
4.9199999999999996e-09	10.0	1.7843498139463763e-07
4.929999999999999e-09	10.0	1.7843498139463763e-07
4.94e-09	9.0	1.7909888231788369e-07
4.95e-09	15.0	1.751154767784074e-07
4.9599999999999994e-09	9.0	1.7909888231788369e-07
4.97e-09	9.0	1.7909888231788369e-07
4.98e-09	9.0	1.7909888231788369e-07
4.9899999999999995e-09	7.0	1.8042668416437577e-07
5e-09	10.0	1.7843498139463763e-07
5.01e-09	11.0	1.7777108047139163e-07
5.02e-09	9.0	1.7909888231788369e-07
5.029999999999999e-09	9.0	1.7909888231788369e-07
5.04e-09	7.0	1.8042668416437577e-07
5.05e-09	8.0	1.7976278324112974e-07
5.0599999999999995e-09	5.0	1.817544860108678e-07
5.07e-09	10.0	1.7843498139463763e-07
5.08e-09	7.0	1.8042668416437577e-07
5.09e-09	6.0	1.810905850876218e-07
5.099999999999999e-09	9.0	1.7909888231788369e-07
5.11e-09	8.0	1.7976278324112974e-07
5.12e-09	17.0	1.737876749319155e-07
5.1299999999999994e-09	9.0	1.7909888231788369e-07
5.14e-09	7.0	1.8042668416437577e-07
5.15e-09	11.0	1.7777108047139163e-07
5.1599999999999996e-09	7.0	1.8042668416437577e-07
5.169999999999999e-09	7.0	1.8042668416437577e-07
5.18e-09	5.0	1.817544860108678e-07
5.19e-09	6.0	1.810905850876218e-07
5.1999999999999994e-09	9.0	1.7909888231788369e-07
5.21e-09	6.0	1.810905850876218e-07
5.22e-09	7.0	1.8042668416437577e-07
5.2299999999999995e-09	8.0	1.7976278324112974e-07
5.239999999999999e-09	12.0	1.7710717954814574e-07
5.25e-09	8.0	1.7976278324112974e-07
5.26e-09	9.0	1.7909888231788369e-07
5.269999999999999e-09	7.0	1.8042668416437577e-07
5.28e-09	9.0	1.7909888231788369e-07
5.29e-09	6.0	1.810905850876218e-07
5.2999999999999995e-09	10.0	1.7843498139463763e-07
5.31e-09	10.0	1.7843498139463763e-07
5.32e-09	4.0	1.8241838693411377e-07
5.3299999999999996e-09	8.0	1.7976278324112974e-07
5.339999999999999e-09	7.0	1.8042668416437577e-07
5.35e-09	13.0	1.7644327862489963e-07
5.36e-09	5.0	1.817544860108678e-07
5.3699999999999994e-09	2.0	1.8374618878060593e-07
5.38e-09	7.0	1.8042668416437577e-07
5.39e-09	8.0	1.7976278324112974e-07
5.3999999999999996e-09	11.0	1.7777108047139163e-07
5.409999999999999e-09	7.0	1.8042668416437577e-07
5.42e-09	13.0	1.7644327862489963e-07
5.43e-09	7.0	1.8042668416437577e-07
5.439999999999999e-09	10.0	1.7843498139463763e-07
5.45e-09	9.0	1.7909888231788369e-07
5.46e-09	7.0	1.8042668416437577e-07
5.4699999999999995e-09	11.0	1.7777108047139163e-07
5.479999999999999e-09	9.0	1.7909888231788369e-07
5.49e-09	7.0	1.8042668416437577e-07
5.5e-09	11.0	1.7777108047139163e-07
5.509999999999999e-09	10.0	1.7843498139463763e-07
5.52e-09	9.0	1.7909888231788369e-07
5.53e-09	8.0	1.7976278324112974e-07
5.5399999999999995e-09	9.0	1.7909888231788369e-07
5.55e-09	4.0	1.8241838693411377e-07
5.56e-09	9.0	1.7909888231788369e-07
5.5699999999999996e-09	5.0	1.817544860108678e-07
5.579999999999999e-09	7.0	1.8042668416437577e-07
5.59e-09	11.0	1.7777108047139163e-07
5.6e-09	10.0	1.7843498139463763e-07
5.6099999999999994e-09	11.0	1.7777108047139163e-07
5.62e-09	9.0	1.7909888231788369e-07
5.63e-09	6.0	1.810905850876218e-07
5.6399999999999995e-09	5.0	1.817544860108678e-07
5.649999999999999e-09	15.0	1.751154767784074e-07
5.66e-09	10.0	1.7843498139463763e-07
5.67e-09	7.0	1.8042668416437577e-07
5.679999999999999e-09	4.0	1.8241838693411377e-07
5.69e-09	1.0	1.8441008970385177e-07
5.7e-09	8.0	1.7976278324112974e-07
5.7099999999999995e-09	10.0	1.7843498139463763e-07
5.719999999999999e-09	8.0	1.7976278324112974e-07
5.73e-09	11.0	1.7777108047139163e-07
5.74e-09	9.0	1.7909888231788369e-07
5.749999999999999e-09	7.0	1.8042668416437577e-07
5.76e-09	5.0	1.817544860108678e-07
5.77e-09	10.0	1.7843498139463763e-07
5.7799999999999995e-09	5.0	1.817544860108678e-07
5.789999999999999e-09	6.0	1.810905850876218e-07
5.8e-09	8.0	1.7976278324112974e-07
5.8099999999999996e-09	5.0	1.817544860108678e-07
5.819999999999999e-09	7.0	1.8042668416437577e-07
5.83e-09	10.0	1.7843498139463763e-07
5.84e-09	8.0	1.7976278324112974e-07
5.8499999999999994e-09	8.0	1.7976278324112974e-07
5.86e-09	10.0	1.7843498139463763e-07
5.87e-09	9.0	1.7909888231788369e-07
5.8799999999999995e-09	10.0	1.7843498139463763e-07
5.889999999999999e-09	7.0	1.8042668416437577e-07
5.9e-09	11.0	1.7777108047139163e-07
5.91e-09	10.0	1.7843498139463763e-07
5.919999999999999e-09	5.0	1.817544860108678e-07
5.93e-09	9.0	1.7909888231788369e-07
5.94e-09	10.0	1.7843498139463763e-07
5.9499999999999995e-09	11.0	1.7777108047139163e-07
5.959999999999999e-09	14.0	1.757793777016536e-07
5.97e-09	8.0	1.7976278324112974e-07
5.98e-09	4.0	1.8241838693411377e-07
5.989999999999999e-09	7.0	1.8042668416437577e-07
6e-09	6.0	1.810905850876218e-07
6.01e-09	9.0	1.7909888231788369e-07
6.0199999999999995e-09	7.0	1.8042668416437577e-07
6.029999999999999e-09	8.0	1.7976278324112974e-07
6.04e-09	11.0	1.7777108047139163e-07
6.0499999999999996e-09	14.0	1.757793777016536e-07
6.059999999999999e-09	10.0	1.7843498139463763e-07
6.07e-09	3.0	1.8308228785735974e-07
6.08e-09	5.0	1.817544860108678e-07
6.0899999999999994e-09	6.0	1.810905850876218e-07
6.1e-09	10.0	1.7843498139463763e-07
6.11e-09	8.0	1.7976278324112974e-07
6.1199999999999995e-09	11.0	1.7777108047139163e-07
6.129999999999999e-09	5.0	1.817544860108678e-07
6.14e-09	6.0	1.810905850876218e-07
6.15e-09	6.0	1.810905850876218e-07
6.159999999999999e-09	10.0	1.7843498139463763e-07
6.17e-09	7.0	1.8042668416437577e-07
6.18e-09	12.0	1.7710717954814574e-07
6.1899999999999995e-09	11.0	1.7777108047139163e-07
6.199999999999999e-09	8.0	1.7976278324112974e-07
6.21e-09	11.0	1.7777108047139163e-07
6.22e-09	7.0	1.8042668416437577e-07
6.229999999999999e-09	10.0	1.7843498139463763e-07
6.24e-09	10.0	1.7843498139463763e-07
6.25e-09	14.0	1.757793777016536e-07
6.2599999999999995e-09	9.0	1.7909888231788369e-07
6.269999999999999e-09	11.0	1.7777108047139163e-07
6.28e-09	10.0	1.7843498139463763e-07
6.2899999999999996e-09	9.0	1.7909888231788369e-07
6.299999999999999e-09	10.0	1.7843498139463763e-07
6.31e-09	10.0	1.7843498139463763e-07
6.32e-09	13.0	1.7644327862489963e-07
6.3299999999999994e-09	6.0	1.810905850876218e-07
6.34e-09	8.0	1.7976278324112974e-07
6.35e-09	7.0	1.8042668416437577e-07
6.3599999999999995e-09	11.0	1.7777108047139163e-07
6.369999999999999e-09	3.0	1.8308228785735974e-07
6.38e-09	5.0	1.817544860108678e-07
6.39e-09	14.0	1.757793777016536e-07
6.399999999999999e-09	14.0	1.757793777016536e-07
6.41e-09	6.0	1.810905850876218e-07
6.42e-09	12.0	1.7710717954814574e-07
6.4299999999999995e-09	5.0	1.817544860108678e-07
6.439999999999999e-09	11.0	1.7777108047139163e-07
6.45e-09	8.0	1.7976278324112974e-07
6.46e-09	9.0	1.7909888231788369e-07
6.469999999999999e-09	12.0	1.7710717954814574e-07
6.48e-09	6.0	1.810905850876218e-07
6.49e-09	6.0	1.810905850876218e-07
6.4999999999999995e-09	4.0	1.8241838693411377e-07
6.509999999999999e-09	6.0	1.810905850876218e-07
6.52e-09	7.0	1.8042668416437577e-07
6.5299999999999996e-09	3.0	1.8308228785735974e-07
6.539999999999999e-09	8.0	1.7976278324112974e-07
6.55e-09	6.0	1.810905850876218e-07
6.56e-09	10.0	1.7843498139463763e-07
6.5699999999999994e-09	11.0	1.7777108047139163e-07
6.579999999999999e-09	8.0	1.7976278324112974e-07
6.59e-09	10.0	1.7843498139463763e-07
6.5999999999999995e-09	8.0	1.7976278324112974e-07
6.609999999999999e-09	9.0	1.7909888231788369e-07
6.62e-09	11.0	1.7777108047139163e-07
6.63e-09	10.0	1.7843498139463763e-07
6.639999999999999e-09	6.0	1.810905850876218e-07
6.65e-09	8.0	1.7976278324112974e-07
6.66e-09	10.0	1.7843498139463763e-07
6.6699999999999995e-09	5.0	1.817544860108678e-07
6.679999999999999e-09	9.0	1.7909888231788369e-07
6.69e-09	7.0	1.8042668416437577e-07
6.7e-09	13.0	1.7644327862489963e-07
6.709999999999999e-09	6.0	1.810905850876218e-07
6.72e-09	11.0	1.7777108047139163e-07
6.73e-09	15.0	1.751154767784074e-07
6.7399999999999995e-09	5.0	1.817544860108678e-07
6.749999999999999e-09	6.0	1.810905850876218e-07
6.76e-09	8.0	1.7976278324112974e-07
6.7699999999999996e-09	11.0	1.7777108047139163e-07
6.779999999999999e-09	9.0	1.7909888231788369e-07
6.79e-09	6.0	1.810905850876218e-07
6.8e-09	10.0	1.7843498139463763e-07
6.8099999999999994e-09	7.0	1.8042668416437577e-07
6.819999999999999e-09	13.0	1.7644327862489963e-07
6.83e-09	7.0	1.8042668416437577e-07
6.8399999999999995e-09	7.0	1.8042668416437577e-07
6.849999999999999e-09	9.0	1.7909888231788369e-07
6.86e-09	14.0	1.757793777016536e-07
6.87e-09	11.0	1.7777108047139163e-07
6.879999999999999e-09	11.0	1.7777108047139163e-07
6.89e-09	12.0	1.7710717954814574e-07
6.9e-09	7.0	1.8042668416437577e-07
6.9099999999999995e-09	6.0	1.810905850876218e-07
6.919999999999999e-09	11.0	1.7777108047139163e-07
6.93e-09	6.0	1.810905850876218e-07
6.94e-09	9.0	1.7909888231788369e-07
6.949999999999999e-09	4.0	1.8241838693411377e-07
6.96e-09	4.0	1.8241838693411377e-07
6.97e-09	7.0	1.8042668416437577e-07
6.9799999999999995e-09	7.0	1.8042668416437577e-07
6.989999999999999e-09	7.0	1.8042668416437577e-07
7e-09	8.0	1.7976278324112974e-07
7.0099999999999996e-09	4.0	1.8241838693411377e-07
7.019999999999999e-09	12.0	1.7710717954814574e-07
7.03e-09	7.0	1.8042668416437577e-07
7.04e-09	5.0	1.817544860108678e-07
7.0499999999999994e-09	12.0	1.7710717954814574e-07
7.059999999999999e-09	9.0	1.7909888231788369e-07
7.07e-09	2.0	1.8374618878060593e-07
7.0799999999999995e-09	12.0	1.7710717954814574e-07
7.089999999999999e-09	8.0	1.7976278324112974e-07
7.1e-09	9.0	1.7909888231788369e-07
7.11e-09	6.0	1.810905850876218e-07
7.119999999999999e-09	2.0	1.8374618878060593e-07
7.129999999999999e-09	9.0	1.7909888231788369e-07
7.14e-09	8.0	1.7976278324112974e-07
7.1499999999999995e-09	5.0	1.817544860108678e-07
7.159999999999999e-09	15.0	1.751154767784074e-07
7.17e-09	6.0	1.810905850876218e-07
7.18e-09	4.0	1.8241838693411377e-07
7.189999999999999e-09	10.0	1.7843498139463763e-07
7.2e-09	7.0	1.8042668416437577e-07
7.21e-09	7.0	1.8042668416437577e-07
7.2199999999999995e-09	11.0	1.7777108047139163e-07
7.229999999999999e-09	11.0	1.7777108047139163e-07
7.24e-09	7.0	1.8042668416437577e-07
7.2499999999999996e-09	6.0	1.810905850876218e-07
7.259999999999999e-09	7.0	1.8042668416437577e-07
7.27e-09	13.0	1.7644327862489963e-07
7.28e-09	8.0	1.7976278324112974e-07
7.2899999999999994e-09	4.0	1.8241838693411377e-07
7.299999999999999e-09	7.0	1.8042668416437577e-07
7.31e-09	13.0	1.7644327862489963e-07
7.3199999999999995e-09	11.0	1.7777108047139163e-07
7.329999999999999e-09	11.0	1.7777108047139163e-07
7.34e-09	9.0	1.7909888231788369e-07
7.35e-09	14.0	1.757793777016536e-07
7.359999999999999e-09	7.0	1.8042668416437577e-07
7.369999999999999e-09	13.0	1.7644327862489963e-07
7.38e-09	6.0	1.810905850876218e-07
7.3899999999999995e-09	3.0	1.8308228785735974e-07
7.399999999999999e-09	8.0	1.7976278324112974e-07
7.41e-09	9.0	1.7909888231788369e-07
7.42e-09	8.0	1.7976278324112974e-07
7.429999999999999e-09	8.0	1.7976278324112974e-07
7.44e-09	8.0	1.7976278324112974e-07
7.45e-09	13.0	1.7644327862489963e-07
7.46e-09	7.0	1.8042668416437577e-07
7.47e-09	7.0	1.8042668416437577e-07
7.48e-09	8.0	1.7976278324112974e-07
7.49e-09	6.0	1.810905850876218e-07
7.5e-09	7.0	1.8042668416437577e-07
7.509999999999999e-09	10.0	1.7843498139463763e-07
7.519999999999999e-09	11.0	1.7777108047139163e-07
7.53e-09	9.0	1.7909888231788369e-07
7.54e-09	10.0	1.7843498139463763e-07
7.55e-09	6.0	1.810905850876218e-07
7.56e-09	8.0	1.7976278324112974e-07
7.57e-09	6.0	1.810905850876218e-07
7.579999999999999e-09	7.0	1.8042668416437577e-07
7.589999999999999e-09	12.0	1.7710717954814574e-07
7.6e-09	11.0	1.7777108047139163e-07
7.61e-09	6.0	1.810905850876218e-07
7.62e-09	13.0	1.7644327862489963e-07
7.63e-09	9.0	1.7909888231788369e-07
7.64e-09	11.0	1.7777108047139163e-07
7.649999999999999e-09	6.0	1.810905850876218e-07
7.659999999999999e-09	10.0	1.7843498139463763e-07
7.67e-09	10.0	1.7843498139463763e-07
7.68e-09	11.0	1.7777108047139163e-07
7.69e-09	4.0	1.8241838693411377e-07
7.7e-09	5.0	1.817544860108678e-07
7.71e-09	6.0	1.810905850876218e-07
7.719999999999999e-09	11.0	1.7777108047139163e-07
7.729999999999999e-09	10.0	1.7843498139463763e-07
7.74e-09	11.0	1.7777108047139163e-07
7.75e-09	8.0	1.7976278324112974e-07
7.76e-09	7.0	1.8042668416437577e-07
7.77e-09	7.0	1.8042668416437577e-07
7.78e-09	7.0	1.8042668416437577e-07
7.789999999999999e-09	6.0	1.810905850876218e-07
7.799999999999999e-09	7.0	1.8042668416437577e-07
7.81e-09	7.0	1.8042668416437577e-07
7.82e-09	8.0	1.7976278324112974e-07
7.83e-09	8.0	1.7976278324112974e-07
7.84e-09	9.0	1.7909888231788369e-07
7.849999999999999e-09	10.0	1.7843498139463763e-07
7.859999999999999e-09	15.0	1.751154767784074e-07
7.87e-09	9.0	1.7909888231788369e-07
7.88e-09	11.0	1.7777108047139163e-07
7.89e-09	5.0	1.817544860108678e-07
7.9e-09	8.0	1.7976278324112974e-07
7.91e-09	9.0	1.7909888231788369e-07
7.919999999999999e-09	13.0	1.7644327862489963e-07
7.929999999999999e-09	12.0	1.7710717954814574e-07
7.94e-09	5.0	1.817544860108678e-07
7.95e-09	11.0	1.7777108047139163e-07
7.96e-09	10.0	1.7843498139463763e-07
7.97e-09	8.0	1.7976278324112974e-07
7.98e-09	5.0	1.817544860108678e-07
7.989999999999999e-09	8.0	1.7976278324112974e-07
7.999999999999999e-09	10.0	1.7843498139463763e-07
8.01e-09	3.0	1.8308228785735974e-07
8.02e-09	6.0	1.810905850876218e-07
8.03e-09	14.0	1.757793777016536e-07
8.04e-09	8.0	1.7976278324112974e-07
8.05e-09	13.0	1.7644327862489963e-07
8.059999999999999e-09	10.0	1.7843498139463763e-07
8.069999999999999e-09	4.0	1.8241838693411377e-07
8.08e-09	7.0	1.8042668416437577e-07
8.09e-09	7.0	1.8042668416437577e-07
8.1e-09	9.0	1.7909888231788369e-07
8.11e-09	11.0	1.7777108047139163e-07
8.12e-09	10.0	1.7843498139463763e-07
8.129999999999999e-09	8.0	1.7976278324112974e-07
8.139999999999999e-09	10.0	1.7843498139463763e-07
8.15e-09	12.0	1.7710717954814574e-07
8.16e-09	5.0	1.817544860108678e-07
8.17e-09	13.0	1.7644327862489963e-07
8.18e-09	7.0	1.8042668416437577e-07
8.19e-09	10.0	1.7843498139463763e-07
8.199999999999999e-09	10.0	1.7843498139463763e-07
8.209999999999999e-09	9.0	1.7909888231788369e-07
8.22e-09	14.0	1.757793777016536e-07
8.23e-09	13.0	1.7644327862489963e-07
8.24e-09	15.0	1.751154767784074e-07
8.25e-09	8.0	1.7976278324112974e-07
8.26e-09	6.0	1.810905850876218e-07
8.269999999999999e-09	8.0	1.7976278324112974e-07
8.279999999999999e-09	5.0	1.817544860108678e-07
8.29e-09	6.0	1.810905850876218e-07
8.3e-09	14.0	1.757793777016536e-07
8.31e-09	9.0	1.7909888231788369e-07
8.32e-09	6.0	1.810905850876218e-07
8.329999999999999e-09	5.0	1.817544860108678e-07
8.339999999999999e-09	8.0	1.7976278324112974e-07
8.349999999999999e-09	12.0	1.7710717954814574e-07
8.36e-09	11.0	1.7777108047139163e-07
8.37e-09	10.0	1.7843498139463763e-07
8.38e-09	10.0	1.7843498139463763e-07
8.39e-09	8.0	1.7976278324112974e-07
8.399999999999999e-09	7.0	1.8042668416437577e-07
8.409999999999999e-09	10.0	1.7843498139463763e-07
8.42e-09	9.0	1.7909888231788369e-07
8.43e-09	8.0	1.7976278324112974e-07
8.44e-09	13.0	1.7644327862489963e-07
8.45e-09	9.0	1.7909888231788369e-07
8.46e-09	12.0	1.7710717954814574e-07
8.469999999999999e-09	7.0	1.8042668416437577e-07
8.479999999999999e-09	7.0	1.8042668416437577e-07
8.49e-09	7.0	1.8042668416437577e-07
8.5e-09	9.0	1.7909888231788369e-07
8.51e-09	11.0	1.7777108047139163e-07
8.52e-09	10.0	1.7843498139463763e-07
8.53e-09	9.0	1.7909888231788369e-07
8.539999999999999e-09	7.0	1.8042668416437577e-07
8.549999999999999e-09	7.0	1.8042668416437577e-07
8.56e-09	6.0	1.810905850876218e-07
8.57e-09	7.0	1.8042668416437577e-07
8.58e-09	9.0	1.7909888231788369e-07
8.59e-09	9.0	1.7909888231788369e-07
8.6e-09	5.0	1.817544860108678e-07
8.609999999999999e-09	4.0	1.8241838693411377e-07
8.619999999999999e-09	11.0	1.7777108047139163e-07
8.63e-09	13.0	1.7644327862489963e-07
8.64e-09	12.0	1.7710717954814574e-07
8.65e-09	4.0	1.8241838693411377e-07
8.66e-09	12.0	1.7710717954814574e-07
8.67e-09	6.0	1.810905850876218e-07
8.679999999999999e-09	9.0	1.7909888231788369e-07
8.689999999999999e-09	6.0	1.810905850876218e-07
8.7e-09	10.0	1.7843498139463763e-07
8.71e-09	13.0	1.7644327862489963e-07
8.72e-09	8.0	1.7976278324112974e-07
8.73e-09	8.0	1.7976278324112974e-07
8.74e-09	7.0	1.8042668416437577e-07
8.749999999999999e-09	7.0	1.8042668416437577e-07
8.759999999999999e-09	10.0	1.7843498139463763e-07
8.77e-09	5.0	1.817544860108678e-07
8.78e-09	9.0	1.7909888231788369e-07
8.79e-09	10.0	1.7843498139463763e-07
8.8e-09	8.0	1.7976278324112974e-07
8.809999999999999e-09	7.0	1.8042668416437577e-07
8.819999999999999e-09	10.0	1.7843498139463763e-07
8.829999999999999e-09	9.0	1.7909888231788369e-07
8.84e-09	9.0	1.7909888231788369e-07
8.85e-09	8.0	1.7976278324112974e-07
8.86e-09	9.0	1.7909888231788369e-07
8.87e-09	6.0	1.810905850876218e-07
8.879999999999999e-09	7.0	1.8042668416437577e-07
8.889999999999999e-09	13.0	1.7644327862489963e-07
8.9e-09	7.0	1.8042668416437577e-07
8.91e-09	8.0	1.7976278324112974e-07
8.92e-09	7.0	1.8042668416437577e-07
8.93e-09	7.0	1.8042668416437577e-07
8.94e-09	10.0	1.7843498139463763e-07
8.949999999999999e-09	4.0	1.8241838693411377e-07
8.959999999999999e-09	8.0	1.7976278324112974e-07
8.97e-09	4.0	1.8241838693411377e-07
8.98e-09	5.0	1.817544860108678e-07
8.99e-09	13.0	1.7644327862489963e-07
9e-09	12.0	1.7710717954814574e-07
9.01e-09	10.0	1.7843498139463763e-07
9.019999999999999e-09	11.0	1.7777108047139163e-07
9.029999999999999e-09	14.0	1.757793777016536e-07
9.04e-09	8.0	1.7976278324112974e-07
9.05e-09	8.0	1.7976278324112974e-07
9.06e-09	6.0	1.810905850876218e-07
9.07e-09	5.0	1.817544860108678e-07
9.08e-09	9.0	1.7909888231788369e-07
9.089999999999999e-09	9.0	1.7909888231788369e-07
9.099999999999999e-09	7.0	1.8042668416437577e-07
9.11e-09	4.0	1.8241838693411377e-07
9.12e-09	8.0	1.7976278324112974e-07
9.13e-09	11.0	1.7777108047139163e-07
9.14e-09	7.0	1.8042668416437577e-07
9.15e-09	9.0	1.7909888231788369e-07
9.159999999999999e-09	7.0	1.8042668416437577e-07
9.169999999999999e-09	11.0	1.7777108047139163e-07
9.18e-09	8.0	1.7976278324112974e-07
9.19e-09	10.0	1.7843498139463763e-07
9.2e-09	6.0	1.810905850876218e-07
9.21e-09	8.0	1.7976278324112974e-07
9.22e-09	8.0	1.7976278324112974e-07
9.229999999999999e-09	6.0	1.810905850876218e-07
9.239999999999999e-09	8.0	1.7976278324112974e-07
9.25e-09	11.0	1.7777108047139163e-07
9.26e-09	8.0	1.7976278324112974e-07
9.27e-09	10.0	1.7843498139463763e-07
9.28e-09	10.0	1.7843498139463763e-07
9.289999999999999e-09	8.0	1.7976278324112974e-07
9.299999999999999e-09	12.0	1.7710717954814574e-07
9.309999999999999e-09	4.0	1.8241838693411377e-07
9.32e-09	7.0	1.8042668416437577e-07
9.33e-09	12.0	1.7710717954814574e-07
9.34e-09	5.0	1.817544860108678e-07
9.35e-09	9.0	1.7909888231788369e-07
9.359999999999999e-09	10.0	1.7843498139463763e-07
9.369999999999999e-09	10.0	1.7843498139463763e-07
9.379999999999999e-09	7.0	1.8042668416437577e-07
9.39e-09	5.0	1.817544860108678e-07
9.4e-09	4.0	1.8241838693411377e-07
9.41e-09	9.0	1.7909888231788369e-07
9.42e-09	9.0	1.7909888231788369e-07
9.429999999999999e-09	9.0	1.7909888231788369e-07
9.439999999999999e-09	6.0	1.810905850876218e-07
9.45e-09	8.0	1.7976278324112974e-07
9.46e-09	7.0	1.8042668416437577e-07
9.47e-09	8.0	1.7976278324112974e-07
9.48e-09	6.0	1.810905850876218e-07
9.49e-09	4.0	1.8241838693411377e-07
9.499999999999999e-09	13.0	1.7644327862489963e-07
9.509999999999999e-09	10.0	1.7843498139463763e-07
9.52e-09	8.0	1.7976278324112974e-07
9.53e-09	5.0	1.817544860108678e-07
9.54e-09	9.0	1.7909888231788369e-07
9.55e-09	6.0	1.810905850876218e-07
9.56e-09	12.0	1.7710717954814574e-07
9.569999999999999e-09	6.0	1.810905850876218e-07
9.579999999999999e-09	8.0	1.7976278324112974e-07
9.59e-09	8.0	1.7976278324112974e-07
9.6e-09	6.0	1.810905850876218e-07
9.61e-09	14.0	1.757793777016536e-07
9.62e-09	13.0	1.7644327862489963e-07
9.63e-09	14.0	1.757793777016536e-07
9.639999999999999e-09	7.0	1.8042668416437577e-07
9.649999999999999e-09	9.0	1.7909888231788369e-07
9.66e-09	10.0	1.7843498139463763e-07
9.67e-09	11.0	1.7777108047139163e-07
9.68e-09	11.0	1.7777108047139163e-07
9.69e-09	12.0	1.7710717954814574e-07
9.7e-09	5.0	1.817544860108678e-07
9.709999999999999e-09	7.0	1.8042668416437577e-07
9.719999999999999e-09	7.0	1.8042668416437577e-07
9.73e-09	4.0	1.8241838693411377e-07
9.74e-09	8.0	1.7976278324112974e-07
9.75e-09	9.0	1.7909888231788369e-07
9.76e-09	7.0	1.8042668416437577e-07
9.769999999999999e-09	6.0	1.810905850876218e-07
9.779999999999999e-09	7.0	1.8042668416437577e-07
9.789999999999999e-09	10.0	1.7843498139463763e-07
9.8e-09	8.0	1.7976278324112974e-07
9.81e-09	10.0	1.7843498139463763e-07
9.82e-09	5.0	1.817544860108678e-07
9.83e-09	12.0	1.7710717954814574e-07
9.839999999999999e-09	13.0	1.7644327862489963e-07
9.849999999999999e-09	6.0	1.810905850876218e-07
9.859999999999999e-09	7.0	1.8042668416437577e-07
9.87e-09	11.0	1.7777108047139163e-07
9.88e-09	9.0	1.7909888231788369e-07
9.89e-09	12.0	1.7710717954814574e-07
9.9e-09	12.0	1.7710717954814574e-07
9.909999999999999e-09	8.0	1.7976278324112974e-07
9.919999999999999e-09	9.0	1.7909888231788369e-07
9.929999999999999e-09	9.0	1.7909888231788369e-07
9.94e-09	4.0	1.8241838693411377e-07
9.95e-09	9.0	1.7909888231788369e-07
9.96e-09	12.0	1.7710717954814574e-07
9.97e-09	4.0	1.8241838693411377e-07
9.979999999999999e-09	11.0	1.7777108047139163e-07
9.989999999999999e-09	8.0	1.7976278324112974e-07
1e-08	9.0	1.7909888231788369e-07
1.001e-08	14.0	1.757793777016536e-07
1.002e-08	12.0	1.7710717954814574e-07
1.003e-08	3.0	1.8308228785735974e-07
1.004e-08	9.0	1.7909888231788369e-07
1.0049999999999999e-08	15.0	1.751154767784074e-07
1.0059999999999999e-08	8.0	1.7976278324112974e-07
1.007e-08	14.0	1.757793777016536e-07
1.008e-08	7.0	1.8042668416437577e-07
1.009e-08	9.0	1.7909888231788369e-07
1.01e-08	7.0	1.8042668416437577e-07
1.011e-08	6.0	1.810905850876218e-07
1.0119999999999999e-08	12.0	1.7710717954814574e-07
1.0129999999999999e-08	11.0	1.7777108047139163e-07
1.014e-08	14.0	1.757793777016536e-07
1.015e-08	13.0	1.7644327862489963e-07
1.016e-08	14.0	1.757793777016536e-07
1.017e-08	8.0	1.7976278324112974e-07
1.018e-08	8.0	1.7976278324112974e-07
1.0189999999999999e-08	4.0	1.8241838693411377e-07
1.0199999999999999e-08	12.0	1.7710717954814574e-07
1.021e-08	13.0	1.7644327862489963e-07
1.022e-08	8.0	1.7976278324112974e-07
1.023e-08	13.0	1.7644327862489963e-07
1.024e-08	10.0	1.7843498139463763e-07
1.0249999999999999e-08	10.0	1.7843498139463763e-07
1.0259999999999999e-08	5.0	1.817544860108678e-07
1.0269999999999999e-08	10.0	1.7843498139463763e-07
1.028e-08	13.0	1.7644327862489963e-07
1.029e-08	11.0	1.7777108047139163e-07
1.03e-08	11.0	1.7777108047139163e-07
1.031e-08	8.0	1.7976278324112974e-07
1.0319999999999999e-08	16.0	1.7445157585516142e-07
1.0329999999999999e-08	9.0	1.7909888231788369e-07
1.0339999999999999e-08	5.0	1.817544860108678e-07
1.035e-08	8.0	1.7976278324112974e-07
1.036e-08	8.0	1.7976278324112974e-07
1.037e-08	9.0	1.7909888231788369e-07
1.038e-08	8.0	1.7976278324112974e-07
1.0389999999999999e-08	8.0	1.7976278324112974e-07
1.0399999999999999e-08	5.0	1.817544860108678e-07
1.0409999999999999e-08	9.0	1.7909888231788369e-07
1.042e-08	6.0	1.810905850876218e-07
1.043e-08	11.0	1.7777108047139163e-07
1.044e-08	10.0	1.7843498139463763e-07
1.045e-08	9.0	1.7909888231788369e-07
1.0459999999999999e-08	7.0	1.8042668416437577e-07
1.0469999999999999e-08	11.0	1.7777108047139163e-07
1.0479999999999999e-08	9.0	1.7909888231788369e-07
1.049e-08	5.0	1.817544860108678e-07
